地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2025/06/28,09:07:37.3,トカラ列島近海,29°18.7′N,129°24.4′E,19 km,2.9,震度１
2025/06/28,09:04:57.1,トカラ列島近海,29°18.4′N,129°24.9′E,15 km,2.6,震度１
2025/06/28,09:01:30.5,トカラ列島近海,29°18.4′N,129°25.1′E,15 km,2.5,震度１
2025/06/28,08:55:49.3,トカラ列島近海,29°17.9′N,129°24.9′E,18 km,2.8,震度１
2025/06/28,06:57:25.0,石川県能登地方,37°14.0′N,136°45.2′E,10 km,3.4,震度１
2025/06/28,02:38:51.8,トカラ列島近海,29°18.8′N,129°25.4′E,20 km,2.6,震度１
2025/06/28,02:01:05.1,トカラ列島近海,29°18.7′N,129°25.1′E,21 km,2.7,震度１
2025/06/27,22:52:52.4,トカラ列島近海,29°17.3′N,129°25.7′E,22 km,3.9,震度２
2025/06/27,22:16:13.4,トカラ列島近海,29°18.0′N,129°18.5′E,20 km,2.6,震度１
2025/06/27,20:25:54.4,群馬県北部,36°41.4′N,139°18.6′E,7 km,3.2,震度２
2025/06/27,19:58:14.1,トカラ列島近海,29°18.8′N,129°25.1′E,14 km,2.6,震度１
2025/06/27,19:47:25.9,トカラ列島近海,29°16.5′N,129°11.1′E,13 km,2.9,震度１
2025/06/27,18:44:43.0,釧路沖,42°53.7′N,145°32.0′E,38 km,4.2,震度２
2025/06/27,15:00:12.4,トカラ列島近海,29°17.5′N,129°28.5′E,11 km,2.3,震度１
2025/06/27,13:59:27.4,トカラ列島近海,29°19.3′N,129°11.4′E,22 km,2.5,震度１
2025/06/27,13:19:58.7,トカラ列島近海,29°21.4′N,129°15.1′E,28 km,不明,震度１
2025/06/27,13:17:05.3,トカラ列島近海,29°20.2′N,129°23.0′E,20 km,4.8,震度３
2025/06/27,13:04:46.9,秋田県内陸南部,39°28.7′N,140°25.6′E,10 km,2.4,震度１
2025/06/27,12:38:33.7,トカラ列島近海,29°18.1′N,129°25.0′E,20 km,2.9,震度１
2025/06/27,11:31:11.7,トカラ列島近海,29°18.8′N,129°27.1′E,12 km,2.8,震度１
2025/06/27,09:04:14.4,トカラ列島近海,29°14.0′N,129°09.6′E,14 km,3.2,震度１
2025/06/27,08:56:00.4,茨城県北部,36°27.6′N,140°34.4′E,56 km,4.3,震度３
2025/06/27,08:15:36.9,トカラ列島近海,29°17.3′N,129°25.5′E,22 km,2.7,震度１
2025/06/27,08:00:47.8,トカラ列島近海,29°16.8′N,129°21.4′E,18 km,2.4,震度１
2025/06/27,06:30:09.0,トカラ列島近海,29°17.2′N,129°27.3′E,12 km,2.7,震度１
2025/06/27,06:07:17.3,トカラ列島近海,29°16.7′N,129°28.5′E,15 km,2.9,震度２
2025/06/27,02:32:32.9,トカラ列島近海,29°14.7′N,129°17.9′E,16 km,2.4,震度１
2025/06/26,19:58:16.2,トカラ列島近海,29°18.1′N,129°24.9′E,19 km,2.7,震度１
2025/06/26,14:18:05.1,トカラ列島近海,29°19.0′N,129°24.9′E,16 km,2.8,震度１
2025/06/26,10:48:53.6,トカラ列島近海,29°17.4′N,129°21.0′E,16 km,3.8,震度２
2025/06/26,10:42:44.6,山梨県中・西部,35°53.0′N,138°42.2′E,5 km,2.6,震度１
2025/06/26,09:10:47.2,トカラ列島近海,29°19.1′N,129°26.1′E,19 km,3.3,震度２
2025/06/26,08:37:51.1,トカラ列島近海,29°17.5′N,129°25.3′E,23 km,3.2,震度２
2025/06/26,07:20:40.8,トカラ列島近海,29°18.4′N,129°18.8′E,19 km,2.6,震度１
2025/06/26,07:05:52.7,トカラ列島近海,29°18.5′N,129°20.8′E,20 km,2.9,震度２
2025/06/26,06:28:45.4,トカラ列島近海,29°15.2′N,129°08.0′E,7 km,2.9,震度２
2025/06/26,06:27:46.8,トカラ列島近海,29°14.8′N,129°09.9′E,7 km,3.1,震度２
2025/06/26,06:23:24.5,トカラ列島近海,29°14.2′N,129°09.4′E,10 km,3.2,震度１
2025/06/26,06:13:20.9,トカラ列島近海,29°15.5′N,129°08.4′E,9 km,2.9,震度１
2025/06/26,05:59:59.9,トカラ列島近海,29°16.3′N,129°10.1′E,10 km,2.4,震度１
2025/06/26,04:19:15.2,トカラ列島近海,29°17.1′N,129°20.2′E,17 km,3.1,震度１
2025/06/26,02:22:15.8,トカラ列島近海,29°23.2′N,129°26.1′E,23 km,不明,震度１
2025/06/26,02:21:10.1,トカラ列島近海,29°17.0′N,129°08.2′E,11 km,3.2,震度２
2025/06/25,23:19:00.7,トカラ列島近海,29°17.8′N,129°23.7′E,18 km,2.7,震度１
2025/06/25,23:17:29.3,トカラ列島近海,29°17.9′N,129°23.4′E,20 km,3.0,震度１
2025/06/25,23:09:02.0,トカラ列島近海,29°18.6′N,129°22.0′E,21 km,2.8,震度１
2025/06/25,20:57:50.3,トカラ列島近海,29°13.6′N,129°14.6′E,11 km,1.7,震度１
2025/06/25,20:34:02.1,トカラ列島近海,29°18.4′N,129°23.6′E,22 km,3.8,震度２
2025/06/25,20:14:43.3,トカラ列島近海,29°20.2′N,129°24.9′E,20 km,2.5,震度１
2025/06/25,19:53:22.4,トカラ列島近海,29°15.7′N,129°10.5′E,11 km,2.3,震度１
2025/06/25,19:52:08.7,トカラ列島近海,29°14.2′N,129°10.7′E,11 km,2.1,震度１
2025/06/25,19:51:03.3,トカラ列島近海,29°14.1′N,129°11.4′E,10 km,1.7,震度１
2025/06/25,19:43:12.1,トカラ列島近海,29°14.3′N,129°12.6′E,15 km,不明,震度１
2025/06/25,19:39:13.0,トカラ列島近海,29°13.1′N,129°09.8′E,14 km,3.8,震度３
2025/06/25,19:38:38.4,トカラ列島近海,29°14.7′N,129°06.3′E,10 km,不明,震度１
2025/06/25,19:37:00.9,トカラ列島近海,29°15.0′N,129°06.7′E,12 km,3.0,震度３
2025/06/25,19:35:35.7,トカラ列島近海,29°13.7′N,129°08.4′E,13 km,3.3,震度３
2025/06/25,19:26:19.9,トカラ列島近海,29°21.7′N,129°28.4′E,15 km,2.5,震度１
2025/06/25,18:13:09.6,トカラ列島近海,29°17.4′N,129°25.3′E,22 km,3.0,震度１
2025/06/25,17:42:36.3,トカラ列島近海,29°19.5′N,129°25.8′E,17 km,2.7,震度１
2025/06/25,17:31:52.4,トカラ列島近海,29°17.4′N,129°23.9′E,24 km,2.7,震度１
2025/06/25,15:22:19.2,トカラ列島近海,29°19.0′N,129°23.3′E,18 km,2.9,震度１
2025/06/25,15:11:52.9,トカラ列島近海,29°18.6′N,129°23.9′E,17 km,3.0,震度２
2025/06/25,15:04:06.3,トカラ列島近海,29°17.9′N,129°25.0′E,19 km,2.8,震度１
2025/06/25,14:59:48.2,トカラ列島近海,29°18.3′N,129°24.1′E,20 km,3.6,震度２
2025/06/25,14:55:59.1,トカラ列島近海,29°17.0′N,129°26.5′E,14 km,2.4,震度１
2025/06/25,14:47:25.1,トカラ列島近海,29°18.6′N,129°23.7′E,21 km,4.4,震度３
2025/06/25,14:16:31.7,トカラ列島近海,29°18.9′N,129°23.9′E,18 km,3.0,震度２
2025/06/25,14:11:07.5,トカラ列島近海,29°18.0′N,129°24.7′E,17 km,3.1,震度１
2025/06/25,14:09:51.5,トカラ列島近海,29°19.1′N,129°22.2′E,18 km,2.4,震度１
2025/06/25,14:00:30.3,トカラ列島近海,29°18.0′N,129°23.6′E,20 km,2.5,震度１
2025/06/25,13:56:19.6,トカラ列島近海,29°18.0′N,129°22.3′E,21 km,2.6,震度１
2025/06/25,13:51:27.4,茨城県沖,36°26.0′N,140°38.7′E,54 km,4.2,震度４
2025/06/25,13:50:28.6,トカラ列島近海,29°17.8′N,129°24.6′E,17 km,2.7,震度１
2025/06/25,13:44:07.0,トカラ列島近海,29°17.9′N,129°24.8′E,16 km,3.1,震度２
2025/06/25,13:40:28.1,トカラ列島近海,29°17.3′N,129°22.7′E,21 km,2.5,震度１
2025/06/25,13:37:51.2,トカラ列島近海,29°17.4′N,129°23.9′E,17 km,2.7,震度１
2025/06/25,13:33:22.5,トカラ列島近海,29°18.4′N,129°20.7′E,21 km,2.7,震度１
2025/06/25,13:18:31.8,トカラ列島近海,29°15.5′N,129°12.0′E,10 km,2.1,震度１
2025/06/25,13:15:45.2,トカラ列島近海,29°20.5′N,129°17.1′E,24 km,2.5,震度１
2025/06/25,13:14:11.0,トカラ列島近海,29°18.7′N,129°22.1′E,21 km,3.5,震度２
2025/06/25,13:09:39.3,トカラ列島近海,29°18.1′N,129°23.4′E,18 km,2.4,震度１
2025/06/25,13:03:09.9,トカラ列島近海,29°18.7′N,129°22.3′E,20 km,3.2,震度２
2025/06/25,12:55:38.8,トカラ列島近海,29°16.2′N,129°24.9′E,13 km,2.6,震度１
2025/06/25,12:54:32.0,トカラ列島近海,29°14.5′N,129°29.0′E,6 km,2.6,震度１
2025/06/25,12:50:16.8,トカラ列島近海,29°18.9′N,129°21.9′E,20 km,2.8,震度１
2025/06/25,12:39:33.6,トカラ列島近海,29°18.9′N,129°19.5′E,23 km,3.1,震度１
2025/06/25,12:36:33.7,トカラ列島近海,29°17.5′N,129°24.7′E,16 km,2.8,震度１
2025/06/25,12:30:59.5,トカラ列島近海,29°17.9′N,129°25.1′E,16 km,2.9,震度１
2025/06/25,12:19:08.7,トカラ列島近海,29°17.9′N,129°26.8′E,8 km,2.8,震度２
2025/06/25,12:00:27.3,トカラ列島近海,29°17.2′N,129°28.8′E,7 km,2.2,震度１
2025/06/25,11:16:38.7,トカラ列島近海,29°17.4′N,129°25.7′E,13 km,2.7,震度１
2025/06/25,11:05:28.4,福島県会津,36°58.7′N,139°23.3′E,5 km,2.7,震度２
2025/06/25,08:28:24.5,トカラ列島近海,29°24.4′N,129°25.8′E,20 km,3.1,震度２
2025/06/25,08:03:50.2,トカラ列島近海,29°22.2′N,129°27.5′E,17 km,3.0,震度２
2025/06/25,07:21:30.8,トカラ列島近海,29°21.2′N,129°28.6′E,13 km,2.5,震度１
2025/06/25,07:09:21.6,トカラ列島近海,29°17.7′N,129°21.9′E,18 km,2.6,震度１
2025/06/25,07:04:25.2,トカラ列島近海,29°16.7′N,129°23.8′E,14 km,2.4,震度１
2025/06/25,06:48:47.7,トカラ列島近海,29°16.5′N,129°25.6′E,9 km,2.3,震度１
2025/06/25,06:36:33.2,トカラ列島近海,29°19.5′N,129°22.1′E,19 km,2.4,震度１
2025/06/25,05:49:46.6,トカラ列島近海,29°19.2′N,129°23.1′E,20 km,3.3,震度２
2025/06/25,05:05:49.0,トカラ列島近海,29°18.6′N,129°21.4′E,16 km,3.2,震度２
2025/06/25,04:29:25.2,トカラ列島近海,29°18.1′N,129°23.9′E,17 km,2.6,震度１
2025/06/25,04:04:43.1,トカラ列島近海,29°18.6′N,129°24.1′E,19 km,2.9,震度１
2025/06/25,03:59:42.1,トカラ列島近海,29°17.1′N,129°20.8′E,21 km,2.5,震度１
2025/06/25,03:40:30.0,トカラ列島近海,29°17.7′N,129°25.0′E,14 km,3.3,震度２
2025/06/25,02:30:57.2,トカラ列島近海,29°18.3′N,129°20.3′E,18 km,2.8,震度１
2025/06/25,01:58:20.6,トカラ列島近海,29°17.6′N,129°25.1′E,15 km,2.7,震度１
2025/06/25,01:34:09.4,トカラ列島近海,29°18.4′N,129°23.5′E,20 km,3.1,震度２
2025/06/25,01:08:24.0,トカラ列島近海,29°17.0′N,129°15.7′E,23 km,2.8,震度１
2025/06/25,01:06:38.0,トカラ列島近海,29°18.0′N,129°20.5′E,19 km,3.3,震度１
2025/06/25,00:40:53.6,トカラ列島近海,29°19.0′N,129°21.1′E,17 km,3.3,震度２
2025/06/25,00:26:07.6,トカラ列島近海,29°16.8′N,129°10.5′E,16 km,2.0,震度１
2025/06/25,00:11:22.1,トカラ列島近海,29°19.2′N,129°20.6′E,20 km,3.6,震度２
2025/06/24,23:45:58.8,トカラ列島近海,29°13.6′N,129°15.1′E,9 km,2.2,震度１
2025/06/24,23:44:39.0,トカラ列島近海,29°11.8′N,129°17.3′E,9 km,2.6,震度１
2025/06/24,23:43:44.2,トカラ列島近海,29°19.3′N,129°14.0′E,12 km,2.0,震度１
2025/06/24,22:30:34.7,トカラ列島近海,29°19.0′N,129°26.6′E,16 km,2.3,震度１
2025/06/24,22:29:22.2,トカラ列島近海,29°20.9′N,129°22.6′E,25 km,2.6,震度１
2025/06/24,22:15:04.8,トカラ列島近海,29°18.0′N,129°21.6′E,16 km,2.5,震度１
2025/06/24,22:03:34.0,トカラ列島近海,29°18.4′N,129°22.0′E,17 km,3.4,震度２
2025/06/24,21:39:55.3,トカラ列島近海,29°19.1′N,129°18.2′E,19 km,3.2,震度２
2025/06/24,21:38:18.3,トカラ列島近海,29°18.7′N,129°15.6′E,18 km,2.7,震度１
2025/06/24,21:32:26.9,トカラ列島近海,29°19.1′N,129°18.5′E,19 km,2.7,震度１
2025/06/24,21:30:46.4,トカラ列島近海,29°19.2′N,129°20.5′E,19 km,2.7,震度１
2025/06/24,21:13:52.7,トカラ列島近海,29°18.6′N,129°20.6′E,18 km,2.6,震度１
2025/06/24,21:11:09.1,トカラ列島近海,29°18.9′N,129°20.3′E,17 km,2.8,震度１
2025/06/24,20:49:51.0,トカラ列島近海,29°18.4′N,129°21.3′E,18 km,3.1,震度２
2025/06/24,20:18:17.4,トカラ列島近海,29°15.2′N,129°11.6′E,12 km,2.3,震度２
2025/06/24,20:02:33.2,トカラ列島近海,29°16.6′N,129°13.8′E,6 km,1.7,震度１
2025/06/24,19:58:20.3,トカラ列島近海,29°17.6′N,129°25.3′E,12 km,2.8,震度１
2025/06/24,19:27:35.9,トカラ列島近海,29°17.1′N,129°15.4′E,7 km,2.3,震度１
2025/06/24,19:12:10.4,トカラ列島近海,29°17.8′N,129°21.3′E,20 km,2.8,震度１
2025/06/24,18:44:03.9,トカラ列島近海,29°17.1′N,129°23.8′E,16 km,2.3,震度１
2025/06/24,18:35:44.0,トカラ列島近海,29°17.9′N,129°20.6′E,20 km,3.1,震度１
2025/06/24,18:33:15.3,トカラ列島近海,29°17.3′N,129°23.4′E,17 km,2.6,震度１
2025/06/24,18:03:21.4,トカラ列島近海,29°17.1′N,129°17.1′E,0 km,不明,震度１
2025/06/24,17:49:48.0,トカラ列島近海,29°18.4′N,129°22.9′E,20 km,3.1,震度２
2025/06/24,17:44:26.0,トカラ列島近海,29°19.0′N,129°25.5′E,15 km,2.5,震度１
2025/06/24,17:11:06.6,トカラ列島近海,29°19.2′N,129°18.1′E,18 km,2.6,震度１
2025/06/24,17:05:23.6,トカラ列島近海,29°17.2′N,129°19.1′E,19 km,2.7,震度１
2025/06/24,17:01:36.4,トカラ列島近海,29°17.4′N,129°18.8′E,19 km,3.1,震度２
2025/06/24,16:54:09.1,トカラ列島近海,29°17.2′N,129°17.4′E,19 km,3.9,震度２
2025/06/24,16:53:12.5,トカラ列島近海,29°17.0′N,129°24.1′E,16 km,2.6,震度１
2025/06/24,16:15:45.8,トカラ列島近海,29°18.1′N,129°25.9′E,14 km,3.0,震度１
2025/06/24,16:07:54.0,トカラ列島近海,29°18.5′N,129°20.5′E,20 km,3.1,震度１
2025/06/24,16:06:16.0,トカラ列島近海,29°16.7′N,129°18.8′E,21 km,不明,震度１
2025/06/24,16:05:17.1,トカラ列島近海,29°17.6′N,129°20.4′E,19 km,不明,震度１
2025/06/24,16:04:14.1,トカラ列島近海,29°18.8′N,129°22.7′E,18 km,5.1,震度４
2025/06/24,13:51:00.7,トカラ列島近海,29°18.7′N,129°21.6′E,18 km,3.3,震度２
2025/06/24,13:41:18.6,トカラ列島近海,29°18.9′N,129°21.0′E,15 km,2.6,震度１
2025/06/24,13:12:05.9,トカラ列島近海,29°22.8′N,129°19.2′E,24 km,2.4,震度１
2025/06/24,13:11:14.8,トカラ列島近海,29°19.2′N,129°21.0′E,17 km,2.7,震度１
2025/06/24,13:10:30.4,群馬県南部,36°36.6′N,139°27.9′E,8 km,2.6,震度１
2025/06/24,12:49:02.4,トカラ列島近海,29°18.8′N,129°21.2′E,18 km,3.2,震度２
2025/06/24,12:42:38.0,トカラ列島近海,29°18.8′N,129°19.6′E,20 km,3.4,震度２
2025/06/24,11:41:11.1,トカラ列島近海,29°17.5′N,129°22.1′E,16 km,2.8,震度１
2025/06/24,11:14:29.4,トカラ列島近海,29°19.8′N,129°22.2′E,21 km,3.2,震度１
2025/06/24,10:33:09.0,トカラ列島近海,29°17.8′N,129°20.4′E,18 km,2.5,震度１
2025/06/24,08:40:36.3,トカラ列島近海,29°18.4′N,129°17.5′E,19 km,3.6,震度２
2025/06/24,08:10:24.0,トカラ列島近海,29°15.2′N,129°26.6′E,8 km,2.3,震度１
2025/06/24,08:08:39.6,トカラ列島近海,29°19.1′N,129°13.8′E,24 km,3.2,震度１
2025/06/24,07:52:08.0,トカラ列島近海,29°15.8′N,129°25.4′E,12 km,2.3,震度１
2025/06/24,07:14:49.6,トカラ列島近海,29°16.4′N,129°23.5′E,15 km,2.4,震度１
2025/06/24,07:09:43.1,トカラ列島近海,29°14.7′N,129°27.5′E,13 km,2.6,震度１
2025/06/24,07:02:45.3,トカラ列島近海,29°17.9′N,129°17.7′E,22 km,2.8,震度２
2025/06/24,06:56:30.0,トカラ列島近海,29°19.2′N,129°15.0′E,24 km,3.4,震度２
2025/06/24,06:47:00.2,トカラ列島近海,29°17.5′N,129°22.7′E,16 km,3.3,震度２
2025/06/24,06:39:11.0,トカラ列島近海,29°17.9′N,129°21.5′E,18 km,3.1,震度２
2025/06/24,06:37:30.3,トカラ列島近海,29°18.5′N,129°20.7′E,20 km,3.0,震度１
2025/06/24,06:26:42.8,トカラ列島近海,29°18.0′N,129°22.1′E,15 km,2.4,震度１
2025/06/24,06:05:43.6,トカラ列島近海,29°19.5′N,129°24.2′E,15 km,2.2,震度１
2025/06/24,05:44:36.4,岐阜県飛騨地方,36°17.4′N,137°06.2′E,4 km,2.2,震度１
2025/06/24,05:32:26.1,トカラ列島近海,29°18.5′N,129°22.5′E,13 km,2.8,震度１
2025/06/24,02:55:12.3,釧路沖,42°17.1′N,144°29.1′E,12 km,4.9,震度２
2025/06/24,02:38:20.4,トカラ列島近海,29°18.5′N,129°19.9′E,18 km,3.1,震度２
2025/06/24,02:29:51.2,トカラ列島近海,29°18.9′N,129°24.5′E,16 km,2.5,震度１
2025/06/24,02:23:28.8,トカラ列島近海,29°17.4′N,129°23.0′E,9 km,4.9,震度４
2025/06/24,02:21:01.1,トカラ列島近海,29°21.1′N,129°19.5′E,14 km,3.3,震度２
2025/06/24,02:12:54.6,トカラ列島近海,29°18.5′N,129°21.4′E,19 km,2.8,震度１
2025/06/24,02:02:24.6,トカラ列島近海,29°18.5′N,129°20.2′E,19 km,3.0,震度２
2025/06/24,01:40:49.0,トカラ列島近海,29°19.1′N,129°19.6′E,22 km,2.6,震度１
2025/06/24,00:08:19.7,トカラ列島近海,29°20.0′N,129°24.6′E,20 km,4.1,震度３
2025/06/24,00:03:36.7,トカラ列島近海,29°16.2′N,129°07.6′E,11 km,2.7,震度２
2025/06/24,00:02:40.4,トカラ列島近海,29°13.5′N,129°12.5′E,13 km,2.7,震度１
2025/06/23,23:59:07.2,トカラ列島近海,29°17.2′N,129°28.8′E,9 km,1.8,震度１
2025/06/23,23:58:37.8,トカラ列島近海,29°19.4′N,129°26.3′E,16 km,2.3,震度１
2025/06/23,23:54:36.4,トカラ列島近海,29°18.2′N,129°20.4′E,17 km,2.7,震度１
2025/06/23,23:53:31.3,トカラ列島近海,29°19.1′N,129°20.3′E,17 km,2.7,震度１
2025/06/23,23:52:00.0,トカラ列島近海,29°18.9′N,129°27.5′E,14 km,2.5,震度１
2025/06/23,23:47:51.8,トカラ列島近海,29°20.1′N,129°22.2′E,22 km,不明,震度２
2025/06/23,23:46:55.7,トカラ列島近海,29°18.3′N,129°21.5′E,16 km,3.9,震度３
2025/06/23,23:36:19.1,トカラ列島近海,29°19.5′N,129°24.0′E,21 km,5.0,震度４
2025/06/23,23:27:39.6,トカラ列島近海,29°18.7′N,129°25.7′E,16 km,2.7,震度１
2025/06/23,23:25:39.4,トカラ列島近海,29°16.6′N,129°21.1′E,12 km,3.0,震度１
2025/06/23,23:20:37.6,トカラ列島近海,29°19.1′N,129°21.1′E,14 km,3.4,震度２
